seed,cubeA_x,cubeA_y,cubeA_z,cubeA_theta,cubeB_x,cubeB_y,cubeB_z,cubeB_theta,separation,relative_yaw,relative_yaw_mod90
2203,-0.0015154555439949036,0.28091737627983093,0.019999999552965164,2.8280992258105258,-0.12623363733291626,0.024083547294139862,0.019999999552965164,1.8622336221078177,0.285513993667886,-0.9658656037027082,0.6049307230921883
2204,-0.010306689888238907,-0.10919658094644547,0.019999999552965164,2.1831433385303227,-0.006254382431507111,0.17753367125988007,0.019999999552965164,-1.000216308183635,0.28675888604544925,3.099825660465628,-0.0417669931241651
2206,-0.07766739279031754,0.04133068025112152,0.019999999552965164,-0.14936810869116224,0.10317797213792801,-0.2406892627477646,0.019999999552965164,-1.8139581172791202,0.3350228264836969,-1.6645900085879575,-0.09379368179306091
2210,0.0450449213385582,-0.16673651337623596,0.019999999552965164,-2.9657934138675586,-0.020856991410255432,0.1988731324672699,0.019999999552965164,1.3119241513501088,0.3715016490377479,-2.005467741961919,-0.43467141516702235
2213,-0.0995158851146698,0.01280367374420166,0.019999999552965164,3.1326911448200856,-0.13273198902606964,-0.2602728009223938,0.019999999552965164,-0.45552093990989206,0.27508920475981724,2.694973222449608,-0.446619431140185
2239,0.10687457025051117,0.15797311067581177,0.019999999552965164,2.2451872711062073,0.0782860741019249,-0.13081270456314087,0.019999999552965164,-1.7020486429099275,0.2901974314070754,2.3359493931634514,0.7651530663685548
2243,-0.08777893334627151,0.1973080039024353,0.019999999552965164,0.498710807254064,-0.05088150501251221,-0.14113162457942963,0.019999999552965164,1.166836327771549,0.3404450063440315,0.668125520517485,0.668125520517485
2245,0.017085395753383636,0.21797996759414673,0.019999999552965164,-0.6873472357639705,-0.007337525486946106,-0.10534033924341202,0.019999999552965164,-0.7529672146275708,0.32424142223880725,-0.06561997886360027,-0.06561997886360027
2246,-0.059620097279548645,-0.22029973566532135,0.019999999552965164,-1.9654201364021384,0.021387524902820587,0.1440439671278,0.019999999552965164,1.7905426020355952,0.3732406309830748,-2.527222568741853,0.6143700848479403
2248,-0.03238684684038162,0.026266351342201233,0.019999999552965164,-3.0340018943635307,-0.10423856228590012,-0.26019400358200073,0.019999999552965164,0.013770624574122259,0.2953340548527439,3.047772518937653,-0.09382013465214012
2255,0.03870841860771179,-0.22746603190898895,0.019999999552965164,1.5610164701949516,0.0320761501789093,0.062397923320531845,0.019999999552965164,1.865124881247901,0.28993982052455874,0.3041084110529493,0.3041084110529493
2259,-0.020269744098186493,0.09197068214416504,0.019999999552965164,-2.2526672431272363,0.04945909231901169,-0.15964192152023315,0.019999999552965164,1.3234112415491202,0.26109579267172023,-2.7071068225032295,0.4344858310865636
2263,0.03970487415790558,-0.030063524842262268,0.019999999552965164,-0.4794266744451039,-0.01890871673822403,-0.2869222164154053,0.019999999552965164,-2.8336878469677558,0.26346145918218444,-2.3542611725226514,-0.7834648457277549
2277,0.0767151415348053,0.17721030116081238,0.019999999552965164,-0.6170453127894016,0.03222972899675369,-0.19163013994693756,0.019999999552965164,0.5294009054738056,0.3715134222679447,1.1464462182632071,-0.4243501085316894
2286,-0.1422593593597412,-0.11324035376310349,0.019999999552965164,1.8985817690772844,0.023102551698684692,0.1643945872783661,0.019999999552965164,-2.6251021147857827,0.32314968995187826,1.759501423316519,0.18870509652162237
